No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
66,Mn1Si1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,19.5,11,5.5,25,14,19.5,65,26,13,78,52,65,41.5117725,26.852545,13.4262725,54.938045,28.0855,41.5117725,1603,168,84,1687,1519,1603,10.5,7,3.5,14,7,10.5,3.5,1,0.5,4,3,3.5,125,28,14,139,111,125,1.725,0.35,0.175,1.9,1.55,1.725,2,0,0,2,2,2,1,2,1,2,0,1,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,5.5,3,1.5,7,4,5.5,0,0,0,0,0,0,2,4,2,4,0,2,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,4.5,1,0.5,5,4,4.5,15.4637931,9.952413793,4.976206897,20.44,10.48758621,15.4637931,0.3865,0.773,0.3865,0.773,0,0.3865,0.000155,0.00031,0.000155,0.00031,0,0.000155,198,0.363636364,0.181818182,0.454545455,0,1,0.030160805,0.015080403,38,42.40548308
67,Pr2Fe13Co1B1,4,0.77816215,0.765864354,0.764719887,0.764706109,0.764705883,28.70588235,54,7.128027682,59,5,26,51.70588235,55,8.166089965,72,17,55,63.38497029,130.09665,18.24063052,140.90765,10.811,55.845,1768.647059,1144,132.9342561,2348,1204,1811,7.764705882,10,1.121107266,13,3,8,4.117647059,4,0.442906574,6,2,4,137.1764706,119,15.48788927,203,84,132,1.762941176,0.91,0.148927336,2.04,1.13,1.83,2,0,0,2,2,2,0.058823529,1,0.110726644,1,0,0,5,7,1.764705882,7,0,6,0.352941176,3,0.62283737,3,0,0,7.411764706,6,1.08650519,9,3,8,0,0,0,0,0,0,0.294117647,5,0.553633218,5,0,0,3.235294118,4,1.169550173,4,0,4,1.294117647,11,2.283737024,11,0,0,4.823529412,8,1.474048443,11,3,4,13.42691176,28.5025,5.234844291,35.675,7.1725,10.73,0.089647059,1.524,0.168747405,1.524,0,0,1.7051228,2.1106628,0.620237647,2.1106628,0,2.1106628,136,0.26984127,0.007936508,0.674603175,0.047619048,0,0.187000675,0.026235692,628,13.37897429
70,Y1V2Fe10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,26.53846154,16,1.917159763,39,23,26,50.30769231,43,7.218934911,55,12,55,57.63375769,37.96435,4.811091124,88.90585,50.9415,55.845,1867.307692,384,97.13609467,2183,1799,1811,7.153846154,5,1.301775148,8,3,8,4.076923077,1,0.142011834,5,4,4,139.6923077,58,11.83431953,190,132,132,1.752307692,0.61,0.119526627,1.83,1.22,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.153846154,5,1.301775148,6,1,6,0,0,0,0,0,0,7.153846154,5,1.301775148,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4.846153846,5,1.301775148,9,4,4,0,0,0,0,0,0,4.846153846,5,1.301775148,9,4,4,12.745,21.635,3.1,32.365,10.73,10.73,0,0,0,0,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.279569892,0,0.720430108,0,0,0.088829279,0.013841473,534,58.1127151
72,Dy1Mo2Fe10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,31.53846154,40,8.520710059,66,26,26,52.38461538,24,4.023668639,55,31,55,70.22076923,106.655,22.11656805,162.5,55.845,55.845,1968.230769,1211,285.4674556,2896,1685,1811,7.307692308,5,1.065088757,8,3,8,4.307692308,2,0.473372781,6,4,4,140,60,12.30769231,192,132,132,1.833846154,0.94,0.10035503,2.16,1.22,1.83,1.846153846,1,0.26035503,2,1,2,0,0,0,0,0,0,5.384615385,6,0.946745562,6,0,6,0.769230769,10,1.420118343,10,0,0,8,6,0.615384615,12,6,8,0.153846154,1,0.26035503,1,0,0,0,0,0,0,0,0,3.846153846,5,0.591715976,5,0,4,0.307692308,4,0.568047337,4,0,0,4.307692308,2,0.520710059,6,4,4,13.07076923,20.51,3.601183432,31.24,10.73,10.73,0,0,0,0,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.230769231,0,0.673076923,0.096153846,0,0.198203144,0.021560401,373,65.07555102
74,Gd1Ni2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,40,36,16,64,28,28,49.66666667,34,15.11111111,61,27,61,91.5456,98.5566,43.80293333,157.25,58.6934,58.6934,1680.666667,142,63.11111111,1728,1586,1728,7.666666667,7,3.111111111,10,3,10,4.666666667,2,0.888888889,6,4,4,148,72,32,196,124,124,1.673333333,0.71,0.315555556,1.91,1.2,1.91,2,0,0,2,2,2,0,0,0,0,0,0,5.666666667,7,3.111111111,8,1,8,2.333333333,7,3.111111111,7,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,7,3.111111111,9,2,2,2.333333333,7,3.111111111,7,0,0,6.666666667,14,6.222222222,16,2,2,17.56333333,21.73,9.657777778,32.05,10.32,10.32,0,0,0,0,0,0,0.3969298,0.5953947,0.264619867,0.5953947,0,0.5953947,227,0.2,0,0.566666667,0.233333333,0,0.118407193,0.052625419,73,0.010718022
76,Tb0.3Dy0.7Fe2,3,0.713364485,0.676789945,0.667375574,0.666728088,0.666668506,39.23333333,40,17.64444444,66,26,26,46.8,26,10.93333333,55,29,55,91.03920167,106.655,46.92560222,162.5,55.845,55.845,1763.4,182,63.46666667,1811,1629,1811,6.333333333,5,2.222222222,8,3,8,4.666666667,2,0.888888889,6,4,4,152.2,62,26.93333333,194,132,132,1.625666667,0.62,0.272444444,1.83,1.21,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4,6,2.666666667,6,0,6,3.233333333,10,4.311111111,10,0,0,9.233333333,4,1.644444444,12,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,4,1.777777778,4,0,4,1.433333333,5,1.911111111,5,0,0,4.1,1,0.18,5,4,4,17.61633333,21.00666667,9.181777778,31.73666667,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.216606498,0,0.433212996,0.350180505,0,0.091626826,0.039853853,923,73.56590816
77,Y1Fe2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,30.33333333,13,5.777777778,39,26,26,40.66666667,43,19.11111111,55,12,55,66.86528333,33.06085,14.69371111,88.90585,55.845,55.845,1807,12,5.333333333,1811,1799,1811,6.333333333,5,2.222222222,8,3,8,4.333333333,1,0.444444444,5,4,4,151.3333333,58,25.77777778,190,132,132,1.626666667,0.61,0.271111111,1.83,1.22,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.333333333,5,2.222222222,6,1,6,0,0,0,0,0,0,6.333333333,5,2.222222222,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,5,2.222222222,9,4,4,0,0,0,0,0,0,5.666666667,5,2.222222222,9,4,4,17.94166667,21.635,9.615555556,32.365,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.315789474,0,0.684210526,0,0,0.088829279,0.03947968,545,70.76290404
78,Y2Fe17C1.5,3,0.838187331,0.829907797,0.829272918,0.829268335,0.829268293,25.80487805,33,2.898274836,39,6,26,52.41463415,65,7.885782272,77,12,55,55.86306098,76.89515,6.447373468,88.90585,12.0107,55.845,1957.04878,2024,273.0660321,3823,1799,1811,7.951219512,11,0.966091612,14,3,8,3.951219512,3,0.285544319,5,2,4,133.5609756,114,11.01249256,190,76,132,1.823170732,1.33,0.11769185,2.55,1.22,1.83,2,0,2.22E-16,2,2,2,0.146341463,2,0.271267103,2,0,0,5.073170732,6,1.53718025,6,0,6,0,0,0,0,0,0,7.219512195,5,1.294467579,8,3,8,0,0,0,0,0,0,0.292682927,4,0.542534206,4,0,0,4.195121951,9,0.93753718,9,0,4,0,0,0,0,0,0,4.487804878,5,0.880428316,9,4,4,12.46829268,26.725,3.882284355,32.365,5.64,10.73,0.32897561,4.496,0.609808447,4.496,0,0,1.750305737,2.1106628,0.597665373,2.1106628,0,2.1106628,166,0.277027027,0.02027027,0.702702703,0,0,0.357394967,0.034227191,620,101.1684894
80,Cd1Cr2Se4,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,33.14285714,24,5.224489796,48,24,34,74.85714286,40,16.16326531,89,49,89,76.03474286,60.4149,13.73636735,112.411,51.9961,78.96,990.0314286,1686,679.9820408,2180,494,494,12.57142857,10,3.918367347,16,6,16,4.142857143,1,0.244897959,5,4,4,128.8571429,24,10.12244898,144,120,120,2.172857143,0.89,0.431020408,2.55,1.66,2.55,1.714285714,1,0.408163265,2,1,2,2.285714286,4,1.959183673,4,0,4,8.571428571,5,2.040816327,10,5,10,0,0,0,0,0,0,12.57142857,10,3.918367347,16,6,16,0.285714286,1,0.408163265,1,0,0,1.142857143,2,0.979591837,2,0,2,1.428571429,5,2.040816327,5,0,0,0,0,0,0,0,0,2.857142857,6,1.795918367,6,0,2,20.79357143,14.73,5.85877551,25.92,11.19,25.92,0.456571429,0.799,0.391346939,0.799,0,0.799,0,0,0,0,0,0,227,0.136363636,0.181818182,0.681818182,0,1,0.179650656,0.086241045,127.5,35.70985785
81,Ce1Fe1.5Co0.5,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,36.83333333,32,14.11111111,58,26,26,42.16666667,43,18.11111111,58,15,55,84.4500325,84.271,37.110645,140.116,55.845,55.845,1557.166667,740,324.1111111,1811,1071,1811,6.5,6,2.333333333,9,3,8,4.666666667,2,0.888888889,6,4,4,155,78,32.66666667,204,126,132,1.601666667,0.76,0.321111111,1.88,1.12,1.83,2,0,2.22E-16,2,2,2,0,0,0,0,0,0,4.5,6,2.333333333,7,1,6,0.333333333,1,0.444444444,1,0,0,6.833333333,5,1.888888889,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6,2.333333333,9,3,4,4.333333333,13,5.777777778,13,0,0,9.833333333,19,8.111111111,22,3,4,19.48583333,26.995,11.83611111,37.24,10.245,10.73,0,0,0,0,0,0,1.313409933,2.1106628,0.875606622,2.1106628,0,2.1106628,227,0.292682927,0,0.658536585,0.048780488,0,0.134458538,0.054513036,210,75.4273237
83,Dy2Fe17,2,0.900907514,0.895222222,0.894740875,0.894736882,0.894736842,30.21052632,40,7.534626039,66,26,26,52.47368421,24,4.520775623,55,31,55,67.07184211,106.655,20.0901385,162.5,55.845,55.845,1797.736842,126,23.73407202,1811,1685,1811,7.473684211,5,0.941828255,8,3,8,4.210526316,2,0.376731302,6,4,4,138.3157895,60,11.30193906,192,132,132,1.765789474,0.61,0.114903047,1.83,1.22,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.368421053,6,1.130193906,6,0,6,1.052631579,10,1.88365651,10,0,0,8.421052632,4,0.753462604,12,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3.578947368,4,0.753462604,4,0,4,0.421052632,4,0.753462604,4,0,0,4,0,0,4,4,4,12.88894737,20.51,3.863379501,31.24,10.73,10.73,0,0,0,0,0,0,1.888487768,2.1106628,0.397576372,2.1106628,0,2.1106628,194,0.2375,0,0.6375,0.125,0,0.088829279,0.016732385,367,119.8908487
84,Gd1Fe2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,38.66666667,38,16.88888889,64,26,26,45.66666667,28,12.44444444,55,27,55,89.64666667,101.405,45.06888889,157.25,55.845,55.845,1736,225,100,1811,1586,1811,6.333333333,5,2.222222222,8,3,8,4.666666667,2,0.888888889,6,4,4,153.3333333,64,28.44444444,196,132,132,1.62,0.63,0.28,1.83,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.333333333,5,2.222222222,6,1,6,2.333333333,7,3.111111111,7,0,0,8.666666667,2,0.888888889,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,5,2.222222222,9,4,4,2.333333333,7,3.111111111,7,0,0,8,12,5.333333333,16,4,4,17.83666667,21.32,9.475555556,32.05,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.230769231,0,0.5,0.269230769,0,0.094461061,0.041982694,793,75.13257023
85,Gd2Fe17,2,0.900907514,0.895222222,0.894740875,0.894736882,0.894736842,30,38,7.157894737,64,26,26,52.05263158,28,5.274238227,55,27,55,66.51921053,101.405,19.10121884,157.25,55.845,55.845,1787.315789,225,42.38227147,1811,1586,1811,7.473684211,5,0.941828255,8,3,8,4.210526316,2,0.376731302,6,4,4,138.7368421,64,12.05540166,196,132,132,1.763684211,0.63,0.11867036,1.83,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.473684211,5,0.941828255,6,1,6,0.736842105,7,1.318559557,7,0,0,8.210526316,2,0.376731302,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4.526315789,5,0.941828255,9,4,4,0.736842105,7,1.318559557,7,0,0,5.263157895,12,2.260387812,16,4,4,12.97421053,21.32,4.015955679,32.05,10.73,10.73,0,0,0,0,0,0,1.888487768,2.1106628,0.397576372,2.1106628,0,2.1106628,166,0.243589744,0,0.666666667,0.08974359,0,0.094461061,0.017793219,472,121.4359925
86,Mn1P1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,20,10,5,25,15,20,67.5,31,15.5,83,52,67.5,42.9559035,23.964283,11.9821415,54.938045,30.973762,42.9559035,918.15,1201.7,600.85,1519,317.3,918.15,11,8,4,15,7,11,3.5,1,0.5,4,3,3.5,123,32,16,139,107,123,1.87,0.64,0.32,2.19,1.55,1.87,2,0,0,2,2,2,1.5,3,1.5,3,0,1.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,6,2,1,7,5,6,0,0,0,0,0,0,1.5,3,1.5,3,0,1.5,2.5,5,2.5,5,0,2.5,0,0,0,0,0,0,4,2,1,5,3,4,16.52891215,12.08265189,6.041325944,22.5702381,10.48758621,16.52891215,0.8125,1.625,0.8125,1.625,0,0.8125,0.000155,0.00031,0.000155,0.00031,0,0.000155,62,0.333333333,0.25,0.416666667,0,1,0.097331588,0.048665794,291,58.67221874
88,Nd1Ti1Fe11,3,0.853118193,0.846577453,0.846155948,0.846153859,0.846153846,28.30769231,38,4.875739645,60,22,26,51.30769231,36,6.24852071,55,19,55,62.03107692,96.375,12.64783432,144.242,47.867,55.845,1781.230769,647,74.95857988,1941,1294,1811,7.307692308,5,1.171597633,8,3,8,4.153846154,2,0.284023669,6,4,4,139.4615385,69,12.62721893,201,132,132,1.754615385,0.69,0.127573964,1.83,1.14,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.230769231,6,1.301775148,6,0,6,0.307692308,4,0.568047337,4,0,0,7.538461538,4,0.781065089,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.615384615,8,0,4,0.769230769,10,1.420118343,10,0,0,4.769230769,6,1.301775148,10,4,4,13.04076923,24.08,3.910532544,34.81,10.73,10.73,0,0,0,0,0,0,1.785947179,2.1106628,0.549518742,2.1106628,0,2.1106628,139,0.265306122,0,0.693877551,0.040816327,0,0.112214394,0.017780232,572,91.09691119
90,Y1Co4B1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,25.33333333,34,6.777777778,39,5,27,52.66666667,60,13.55555556,72,12,58,55.90827167,78.09485,15.03242389,88.90585,10.811,58.933195,1869.833333,580,159.3888889,2348,1768,1768,8.666666667,10,1.888888889,13,3,9,3.833333333,3,0.611111111,5,2,4,129.6666667,106,20.11111111,190,84,126,1.796666667,0.82,0.192222222,2.04,1.22,1.88,2,0,2.22E-16,2,2,2,0.166666667,1,0.277777778,1,0,0,4.833333333,7,2.888888889,7,0,7,0,0,0,0,0,0,7,6,2.666666667,9,3,9,0,0,0,0,0,0,0.833333333,5,1.388888889,5,0,0,3.5,9,1.833333333,9,0,3,0,0,0,0,0,0,4.333333333,6,1.777777778,9,3,3,13.41958333,25.1925,6.315138889,32.365,7.1725,10.245,0.254,1.524,0.423333333,1.524,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,191,0.285714286,0.023809524,0.69047619,0,0,0.154730696,0.032942698,383,50.3603467
93,Er1Ti1Fe11,3,0.853118193,0.846577453,0.846155948,0.846153859,0.846153846,28.92307692,46,6.01183432,68,22,26,52.53846154,20,4.165680473,55,35,55,63.80161538,119.392,15.91652071,167.259,47.867,55.845,1817.846154,171,18.94674556,1941,1770,1811,7.307692308,5,1.171597633,8,3,8,4.153846154,2,0.284023669,6,4,4,138.5384615,57,11.06508876,189,132,132,1.762307692,0.59,0.114556213,1.83,1.24,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.230769231,6,1.301775148,6,0,6,0.923076923,12,1.704142012,12,0,0,8.153846154,10,0.899408284,14,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.615384615,8,0,4,0.153846154,2,0.284023669,2,0,0,4.153846154,6,0.591715976,8,2,4,12.71576923,19.855,3.360532544,30.585,10.73,10.73,0,0,0,0,0,0,1.785947179,2.1106628,0.549518742,2.1106628,0,2.1106628,139,0.245283019,0,0.641509434,0.113207547,0,0.083345821,0.013821461,507,89.89360344
94,Ho1Mo2Fe10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,31.61538462,41,8.639053254,67,26,26,52.53846154,22,3.786982249,55,33,55,70.40771692,109.08532,22.40417988,164.93032,55.845,55.845,1973,1149,284,2896,1747,1811,7.307692308,5,1.065088757,8,3,8,4.307692308,2,0.473372781,6,4,4,140,60,12.30769231,192,132,132,1.834615385,0.93,0.100118343,2.16,1.23,1.83,1.846153846,1,0.26035503,2,1,2,0,0,0,0,0,0,5.384615385,6,0.946745562,6,0,6,0.846153846,11,1.562130178,11,0,0,8.076923077,7,0.75739645,13,6,8,0.153846154,1,0.26035503,1,0,0,0,0,0,0,0,0,3.846153846,5,0.591715976,5,0,4,0.230769231,3,0.426035503,3,0,0,4.230769231,3,0.544378698,6,3,4,13.03179487,20.00333333,3.54122288,30.73333333,10.73,10.73,0,0,0,0,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.228571429,0,0.666666667,0.104761905,0,0.194445968,0.021144792,310,65.03594902
98,Nd2Co14B1,3,0.833967463,0.824428789,0.823539518,0.823529556,0.823529412,29.58823529,55,7.155709343,60,5,27,54.23529412,53,8.290657439,72,19,58,66.13880765,133.431,18.37722173,144.242,10.811,58.933195,1746.352941,1054,106.4359862,2348,1294,1768,8.529411765,10,1.301038062,13,3,9,4.117647059,4,0.442906574,6,2,4,132.3529412,117,16.15224913,201,84,126,1.802352941,0.9,0.155847751,2.04,1.14,1.88,2,0,0,2,2,2,0.058823529,1,0.110726644,1,0,0,5.764705882,7,2.034602076,7,0,7,0.470588235,4,0.830449827,4,0,0,8.294117647,6,1.162629758,9,3,9,0,0,0,0,0,0,0.294117647,5,0.553633218,5,0,0,2.470588235,3,0.871972318,3,0,3,1.176470588,10,2.076124567,10,0,0,3.941176471,7,1.55017301,10,3,3,12.95426471,27.6375,5.142525952,34.81,7.1725,10.245,0.089647059,1.524,0.168747405,1.524,0,0,1.275211576,1.5484712,0.450074674,1.5484712,0,1.5484712,136,0.241134752,0.007092199,0.695035461,0.056737589,0,0.183313517,0.027946941,1010,87.64678369
101,U1Fe10Si2,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,29.23076923,78,9.656804734,92,14,26,55.84615385,58,6.816568047,78,20,55,65.58845462,209.94341,26.52930083,238.02891,28.0855,55.845,1760.923077,403,77.04142012,1811,1408,1811,8.538461538,11,1.680473373,14,3,8,4.076923077,4,0.449704142,7,3,4,133.6923077,85,9.585798817,196,111,132,1.806153846,0.52,0.06556213,1.9,1.38,1.83,2,0,0,2,2,2,0.307692308,2,0.520710059,2,0,0,4.692307692,6,2.01183432,6,0,6,0.230769231,3,0.426035503,3,0,0,7.230769231,4,1.183431953,8,4,8,0,0,0,0,0,0,0.615384615,4,1.041420118,4,0,0,3.769230769,9,1.159763314,9,0,4,0.846153846,11,1.562130178,11,0,0,5.230769231,16,2.272189349,20,4,4,12.93884615,9.71,3.398224852,20.44,10.73,10.73,0.118923077,0.773,0.201254438,0.773,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.276595745,0.042553191,0.64893617,0.031914894,0,0.065365747,0.007678883,645,146.1971623
108,Dy1Ti1Fe11,3,0.853118193,0.846577453,0.846155948,0.846153859,0.846153846,28.76923077,44,5.727810651,66,22,26,52.23076923,24,4.686390533,55,31,55,63.43553846,114.633,15.24068639,162.5,47.867,55.845,1811.307692,256,19.95266272,1941,1685,1811,7.307692308,5,1.171597633,8,3,8,4.153846154,2,0.284023669,6,4,4,138.7692308,60,11.4556213,192,132,132,1.760769231,0.61,0.117159763,1.83,1.22,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.230769231,6,1.301775148,6,0,6,0.769230769,10,1.420118343,10,0,0,8,8,0.615384615,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.615384615,8,0,4,0.307692308,4,0.568047337,4,0,0,4.307692308,4,0.568047337,8,4,4,12.76615385,20.51,3.445798817,31.24,10.73,10.73,0,0,0,0,0,0,1.785947179,2.1106628,0.549518742,2.1106628,0,2.1106628,139,0.25,0,0.653846154,0.096153846,0,0.088829279,0.014571099,535,89.72354938
115,Mn1Ni2Sb1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,33,26,9,51,25,28,64.75,33,10.125,85,52,61,73.52121125,66.821955,24.11939438,121.76,54.938045,58.6934,1469.695,824.22,282.9575,1728,903.78,1728,10.5,8,2.25,15,7,10,4.25,1,0.375,5,4,4,131.5,15,7.5,139,124,124,1.855,0.5,0.1525,2.05,1.55,1.91,2,0,0,2,2,2,0.75,3,1.125,3,0,0,7.75,5,1.375,10,5,8,0,0,0,0,0,0,10.5,8,2.25,15,7,10,0,0,0,0,0,0,0.75,3,1.125,3,0,0,2.25,5,1.375,5,0,2,0,0,0,0,0,0,3,3,1,5,2,2,15.67189655,21.24,7.944051724,31.56,10.32,10.32,0,0,0,0,0,0,0.29777488,0.5953947,0.29761982,0.5953947,0,0.5953947,225,0.19047619,0.071428571,0.738095238,0,0,0.060586937,0.016765557,360,69.27069324
116,Mn1Pd2Sn1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,41.75,25,8.375,50,25,46,64,28,8,80,52,62,96.62201125,63.771955,20.84198313,118.71,54.938045,106.42,1420.045,1322.97,457.4825,1828.05,505.08,1828.05,10.25,7,1.875,14,7,10,4.75,1,0.375,5,4,5,139,0,0,139,139,139,1.9775,0.65,0.2225,2.2,1.55,2.2,1,2,1,2,0,0,0.5,2,0.75,2,0,0,8.75,5,1.875,10,5,10,0,0,0,0,0,0,10.25,7,1.875,14,7,10,0,0,0,0,0,0,1,4,1.5,4,0,0,1.25,5,1.875,5,0,0,0,0,0,0,0,0,2.25,5,2.25,5,0,0,18.14814655,22.79741379,7.568426724,33.285,10.48758621,14.41,0,0,0,0,0,0,7.75E-05,0.00031,0.000116,0.00031,0,0,225,0.097560976,0.048780488,0.853658537,0,0,0.100238004,0.033777979,190,60.05747505
117,Mn5Ge3,2,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,27.625,7,3.28125,32,25,25,62.125,27,12.65625,79,52,52,61.57627813,17.701955,8.297791406,72.64,54.938045,54.938045,1403.65,307.6,144.1875,1519,1211.4,1519,9.625,7,3.28125,14,7,7,4,0,0,4,4,4,131.875,19,8.90625,139,120,139,1.7225,0.46,0.215625,2.01,1.55,1.55,2,0,0,2,2,2,0.75,2,0.9375,2,0,0,6.875,5,2.34375,10,5,5,0,0,0,0,0,0,9.625,7,3.28125,14,7,7,0,0,0,0,0,0,1.5,4,1.875,4,0,0,3.125,5,2.34375,5,0,5,0,0,0,0,0,0,4.625,1,0.46875,5,4,5,15.18161638,12.51741379,5.867537716,23.005,10.48758621,10.48758621,0.143625,0.383,0.17953125,0.383,0,0,0.000194,0.00031,0.000145,0.00031,0,0.00031,193,0.207792208,0.077922078,0.714285714,0,0,0.051525145,0.024152412,300,-2.038888568
125,Tb1Co2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,39.66666667,38,16.88888889,65,27,27,48.33333333,29,12.88888889,58,29,58,92.26391333,99.992155,44.44095778,158.92535,58.933195,58.933195,1721.666667,139,61.77777778,1768,1629,1768,7,6,2.666666667,9,3,9,4.666666667,2,0.888888889,6,4,4,148.6666667,68,30.22222222,194,126,126,1.656666667,0.67,0.297777778,1.88,1.21,1.88,2,0,0,2,2,2,0,0,0,0,0,0,4.666666667,7,3.111111111,7,0,7,3,9,4,9,0,0,9.666666667,2,0.888888889,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.333333333,3,0,3,1.666666667,5,2.222222222,5,0,0,3.666666667,2,0.888888889,5,3,3,17.40888889,21.49166667,9.551851852,31.73666667,10.245,10.245,0,0,0,0,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,227,0.206896552,0,0.482758621,0.310344828,0,0.10615688,0.047180835,235,41.54841353
